Sentence,LenFacScore,Score,predicted_sent,logprobs,GoodBad,Filename,pair_id,field,linguistics_term,Grammar,good_score,bad_score,correct_pair
some people learn what this doctor that will train was n't driving to *T* .,-6.350181579589844,-101.6029052734375,what more like like ? is *T* *T* *T* *T* *T* *T* *T* *T* .,"[-6.137974262237549, -4.093606948852539, -9.122662544250488, -5.125482082366943, -5.00560188293457, -9.317978858947754, -9.2492036819458, -7.891589164733887, -10.865188598632812, -9.640669822692871, -8.751498222351074, -10.487621307373047, -4.595633029937744, -1.1699305772781372, -0.14804799854755402, -0.00021860594279132783]",good,wh_vs_that_with_gap_long_distance,951,syntax,filler_gap_dependency,sample8,-6.350181579589844,-6.030791282653809,FALSE
some people learn that this doctor that will train was n't driving to *T* .,-6.030791282653809,-96.49266052246094,what more like like way way . *T* be *T* *T* END *T* END .,"[-6.137974262237549, -4.093606948852539, -9.122662544250488, -4.843535423278809, -8.152217864990234, -8.22021484375, -9.055931091308594, -5.283850193023682, -10.583051681518555, -8.966107368469238, -6.359598636627197, -9.845221519470215, -3.5893940925598145, -2.1413540840148926, -0.09770084917545319, -0.00022635281493421644]",bad,wh_vs_that_with_gap_long_distance,951,syntax,filler_gap_dependency,sample8,-6.350181579589844,-6.030791282653809,FALSE
some people learn what this doctor that will train was n't driving to *T* .,-7.097612857818604,-113.56180572509766,what what . . ? is . *T* *T* *T* *T* *T* *T* *T* .,"[-6.20490026473999, -5.338829040527344, -10.901426315307617, -6.315108299255371, -7.718156337738037, -9.697752952575684, -9.19495677947998, -8.288191795349121, -10.36330795288086, -10.227394104003906, -10.272224426269531, -9.09550952911377, -8.489477157592773, -1.0450469255447388, -0.40919029712677, -0.0003271759778726846]",good,wh_vs_that_with_gap_long_distance,951,syntax,filler_gap_dependency,sample9,-7.097612857818604,-6.710609436035156,FALSE
some people learn that this doctor that will train was n't driving to *T* .,-6.710609436035156,-107.3697509765625,what what . . . . . . n't *T* *T* *T* *T* do .,"[-6.20490026473999, -5.338829040527344, -10.901426315307617, -7.573601722717285, -9.076021194458008, -9.447640419006348, -11.392875671386719, -5.762473106384277, -10.386404037475586, -7.9117279052734375, -6.942018985748291, -7.247617721557617, -6.624353408813477, -2.326110363006592, -0.2334897518157959, -0.000263894529780373]",bad,wh_vs_that_with_gap_long_distance,951,syntax,filler_gap_dependency,sample9,-7.097612857818604,-6.710609436035156,FALSE
Name had found out that the child that changed will n't listen to *T* .,-6.0128607749938965,-96.20577239990234,"what , a the of *T* way END *T* END END END in work .","[-3.038832426071167, -5.762075424194336, -12.967534065246582, -6.343635559082031, -4.508068561553955, -4.887417793273926, -11.934389114379883, -7.053364276885986, -15.168212890625, -5.349902153015137, -2.139364242553711, -10.873993873596191, -1.7826415300369263, -4.231425762176514, -0.16477441787719727, -0.00013958434283267707]",bad,wh_vs_that_with_gap_long_distance,954,syntax,filler_gap_dependency,sample1,-6.256962299346924,-6.0128607749938965,FALSE
Name had found out who the child that changed will n't listen to *T* .,-6.256962299346924,-100.11139678955078,"what , a the of *T* END END *T* *T* *T* *T* *T* *T* .","[-3.038832426071167, -5.762075424194336, -12.967534065246582, -6.343635559082031, -5.627511978149414, -6.034436225891113, -11.614458084106445, -6.970868110656738, -16.123550415039062, -6.1560893058776855, -3.4533419609069824, -11.455053329467773, -2.751890182495117, -1.3945624828338623, -0.41743186116218567, -0.0001250427303602919]",good,wh_vs_that_with_gap_long_distance,954,syntax,filler_gap_dependency,sample1,-6.256962299346924,-6.0128607749938965,FALSE
Name had found out that the child that changed will n't listen to *T* .,-5.522590160369873,-88.36144256591797,"what , a a . . way . *T* *T* n't be to be .","[-3.5443806648254395, -6.271730422973633, -11.504414558410645, -7.024430274963379, -4.268634796142578, -5.768352508544922, -10.12767505645752, -5.764997482299805, -11.953801155090332, -5.426758766174316, -1.458419919013977, -9.93491268157959, -0.8255914449691772, -4.379752159118652, -0.10727232694625854, -0.0003228858404327184]",bad,wh_vs_that_with_gap_long_distance,954,syntax,filler_gap_dependency,sample10,-5.845437526702881,-5.522590160369873,FALSE
Name had found out who the child that changed will n't listen to *T* .,-5.845437526702881,-93.5270004272461,"what , a a . *T* other *T* *T* *T* *T* *T* *T* be .","[-3.5443806648254395, -6.271730422973633, -11.504414558410645, -7.024430274963379, -5.638601303100586, -5.151237964630127, -10.705904960632324, -4.7487688064575195, -12.351387023925781, -7.015223503112793, -3.8789854049682617, -10.574543952941895, -2.362109899520874, -2.388221263885498, -0.3667549788951874, -0.00030489088385365903]",good,wh_vs_that_with_gap_long_distance,954,syntax,filler_gap_dependency,sample10,-5.845437526702881,-5.522590160369873,FALSE
Name had found out that the child that changed will n't listen to *T* .,-5.316892623901367,-85.07028198242188,"what , a it . . way . way n't n't fit to eat .","[-3.3328781127929688, -5.603219985961914, -11.91369915008545, -6.261502265930176, -4.236021041870117, -4.175802230834961, -10.275240898132324, -5.546846389770508, -10.952692031860352, -4.9599199295043945, -0.6238536834716797, -10.69388198852539, -1.0926148891448975, -5.165112495422363, -0.23674538731575012, -0.00025781645672395825]",bad,wh_vs_that_with_gap_long_distance,954,syntax,filler_gap_dependency,sample2,-5.573849678039551,-5.316892623901367,FALSE
Name had found out who the child that changed will n't listen to *T* .,-5.573849678039551,-89.18159484863281,"what , a it . ? other is *T* the n't it *T* do .","[-3.3328781127929688, -5.603219985961914, -11.91369915008545, -6.261502265930176, -7.444271087646484, -4.848444938659668, -11.13628101348877, -4.68743371963501, -11.6212158203125, -5.141579627990723, -0.9487283825874329, -10.497427940368652, -1.7801966667175293, -3.537774085998535, -0.4267454445362091, -0.00019894051365554333]",good,wh_vs_that_with_gap_long_distance,954,syntax,filler_gap_dependency,sample2,-5.573849678039551,-5.316892623901367,FALSE
Name had found out that the child that changed will n't listen to *T* .,-5.8192057609558105,-93.10729217529297,what . a a of *T* way is *T* *T* n't work to Name .,"[-3.209115743637085, -5.36911678314209, -11.47942066192627, -5.595975875854492, -4.053296089172363, -6.333774566650391, -12.019280433654785, -5.3362579345703125, -13.948116302490234, -8.275581359863281, -1.4966578483581543, -10.448244094848633, -1.2604894638061523, -4.210028648376465, -0.07172858715057373, -0.00020454221521504223]",bad,wh_vs_that_with_gap_long_distance,954,syntax,filler_gap_dependency,sample3,-6.76971435546875,-5.8192057609558105,FALSE
Name had found out who the child that changed will n't listen to *T* .,-6.76971435546875,-108.3154296875,what . a a of *T* other *T* *T* *T* *T* *T* *T* *T* ?,"[-3.209115743637085, -5.36911678314209, -11.47942066192627, -5.595975875854492, -7.996748447418213, -6.993304252624512, -11.992008209228516, -3.983119010925293, -15.392460823059082, -11.300752639770508, -6.260475158691406, -11.382737159729004, -3.849583148956299, -1.0476720333099365, -2.462745428085327, -0.00020358874462544918]",good,wh_vs_that_with_gap_long_distance,954,syntax,filler_gap_dependency,sample3,-6.76971435546875,-5.8192057609558105,FALSE
Name had found out that the child that changed will n't listen to *T* .,-5.456677436828613,-87.30683898925781,"what , a it . you way . you is n't be to go .","[-3.3675284385681152, -6.292037010192871, -11.602812767028809, -4.086937427520752, -4.233945846557617, -5.242247581481934, -11.482061386108398, -6.790328025817871, -11.955020904541016, -4.965523719787598, -0.5463709831237793, -10.676216125488281, -0.33874866366386414, -5.62697696685791, -0.0998113676905632, -0.0002754547167569399]",bad,wh_vs_that_with_gap_long_distance,954,syntax,filler_gap_dependency,sample4,-5.749252796173096,-5.456677436828613,FALSE
Name had found out who the child that changed will n't listen to *T* .,-5.749252796173096,-91.98804473876953,"what , a it . *T* other is *T* *T* *T* be *T* *T* .","[-3.3675284385681152, -6.292037010192871, -11.602812767028809, -4.086937427520752, -6.337141036987305, -7.035281181335449, -11.58545970916748, -5.333359241485596, -12.652717590332031, -7.839940071105957, -2.043281078338623, -10.866596221923828, -1.0236215591430664, -1.686427116394043, -0.2346573770046234, -0.0002547178009990603]",good,wh_vs_that_with_gap_long_distance,954,syntax,filler_gap_dependency,sample4,-5.749252796173096,-5.456677436828613,FALSE
Name had found out that the child that changed will n't listen to *T* .,-5.7627854347229,-92.2045669555664,"what , a a . way way . 's END n't burn . END .","[-2.9871325492858887, -6.084087371826172, -13.18979549407959, -4.397041320800781, -4.002279758453369, -5.600231170654297, -13.135685920715332, -7.112376689910889, -11.519003868103027, -4.596670150756836, -1.5598506927490234, -10.981781005859375, -2.187589645385742, -4.760588645935059, -0.09016197919845581, -0.00029762129997834563]",bad,wh_vs_that_with_gap_long_distance,954,syntax,filler_gap_dependency,sample5,-6.472353935241699,-5.7627854347229,FALSE
Name had found out who the child that changed will n't listen to *T* .,-6.472353935241699,-103.55766296386719,"what , a a . *T* way END *T* *T* *T* *T* *T* *T* .","[-2.9871325492858887, -6.084087371826172, -13.18979549407959, -4.397041320800781, -7.327057838439941, -6.847244739532471, -12.38953685760498, -7.298254489898682, -13.5652494430542, -7.99252986907959, -4.811366081237793, -10.778257369995117, -3.904966354370117, -0.8220835328102112, -1.162845253944397, -0.00021717573690693825]",good,wh_vs_that_with_gap_long_distance,954,syntax,filler_gap_dependency,sample5,-6.472353935241699,-5.7627854347229,FALSE
Name had found out that the child that changed will n't listen to *T* .,-5.931535720825195,-94.90457153320312,"what , a a of ? way . *T* *T* n't be to be .","[-3.349701166152954, -6.213178634643555, -12.376055717468262, -4.585602760314941, -6.5508012771606445, -5.218845367431641, -12.879863739013672, -4.760728359222412, -16.8306884765625, -4.698740005493164, -1.7728427648544312, -10.891510009765625, -0.5786280035972595, -4.105613708496094, -0.09136027097702026, -0.00040713604539632797]",bad,wh_vs_that_with_gap_long_distance,954,syntax,filler_gap_dependency,sample6,-6.098709583282471,-5.931535720825195,FALSE
Name had found out who the child that changed will n't listen to *T* .,-6.098709583282471,-97.57935333251953,"what , a a of *T* other END *T* is n't come to be .","[-3.349701166152954, -6.213178634643555, -12.376055717468262, -4.585602760314941, -8.797286987304688, -7.027230739593506, -12.617764472961426, -4.294885635375977, -17.34950065612793, -3.9601874351501465, -1.3427973985671997, -11.000750541687012, -0.6820333003997803, -3.90153169631958, -0.08045772463083267, -0.0003873551613651216]",good,wh_vs_that_with_gap_long_distance,954,syntax,filler_gap_dependency,sample6,-6.098709583282471,-5.931535720825195,FALSE
Name had found out that the child that changed will n't listen to *T* .,-5.981702327728272,-95.70723724365234,"what , a . . . way END you you you you to the .","[-3.405649185180664, -4.966679096221924, -12.746171951293945, -5.924688339233398, -7.306990623474121, -4.988002300262451, -13.486823081970215, -4.104913711547852, -11.313618659973145, -7.9351043701171875, -2.4532504081726074, -10.637892723083496, -0.9624909162521362, -5.455746173858643, -0.018929896876215935, -0.0002898749662563205]",bad,wh_vs_that_with_gap_long_distance,954,syntax,filler_gap_dependency,sample7,-5.890562057495117,-5.981702327728272,TRUE
Name had found out who the child that changed will n't listen to *T* .,-5.890562057495117,-94.24899291992188,"what , a . . . other Name *T* *T* you you *T* *T* .","[-3.405649185180664, -4.966679096221924, -12.746171951293945, -5.924688339233398, -8.033970832824707, -4.055168151855469, -13.116722106933594, -3.8075754642486572, -11.581567764282227, -7.311898231506348, -3.430878162384033, -11.319239616394043, -2.327056884765625, -1.8828200101852417, -0.33857038617134094, -0.00033849707688204944]",good,wh_vs_that_with_gap_long_distance,954,syntax,filler_gap_dependency,sample7,-5.890562057495117,-5.981702327728272,TRUE
Name had found out that the child that changed will n't listen to *T* .,-6.017292499542236,-96.27667999267578,"what , a it the way way END 's *T* *T* be *T* END .","[-3.1054515838623047, -5.55110502243042, -11.070990562438965, -5.067505836486816, -4.657711982727051, -4.196662902832031, -11.18223762512207, -7.509465217590332, -13.457849502563477, -8.593887329101562, -3.52005934715271, -10.937747955322266, -4.495877265930176, -2.852750539779663, -0.07714627683162689, -0.0002302858338225633]",bad,wh_vs_that_with_gap_long_distance,954,syntax,filler_gap_dependency,sample8,-6.622443199157715,-6.017292499542236,FALSE
Name had found out who the child that changed will n't listen to *T* .,-6.622443199157715,-105.95909118652344,"what , a it the *T* other *T* *T* *T* *T* *T* *T* *T* .","[-3.1054515838623047, -5.55110502243042, -11.070990562438965, -5.067505836486816, -7.830389022827148, -5.035468578338623, -11.225017547607422, -6.377693176269531, -14.691865921020508, -11.775657653808594, -5.588888168334961, -11.052923202514648, -5.986774921417236, -1.3903547525405884, -0.20878225564956665, -0.00022718709078617394]",good,wh_vs_that_with_gap_long_distance,954,syntax,filler_gap_dependency,sample8,-6.622443199157715,-6.017292499542236,FALSE
Name had found out that the child that changed will n't listen to *T* .,-5.861832141876221,-93.78931427001953,"what , a a in you way way *T* *T* *T* *T* *T* *T* .","[-3.224195957183838, -6.2800211906433105, -11.918634414672852, -6.4000444412231445, -4.447980880737305, -3.9099085330963135, -11.62946605682373, -5.25864839553833, -15.933364868164062, -5.403558731079102, -2.6388142108917236, -11.371033668518066, -3.667283535003662, -1.4314473867416382, -0.27463242411613464, -0.0002805792901199311]",bad,wh_vs_that_with_gap_long_distance,954,syntax,filler_gap_dependency,sample9,-6.284998893737793,-5.861832141876221,FALSE
Name had found out who the child that changed will n't listen to *T* .,-6.284998893737793,-100.55998229980469,"what , a a in *T* other *T* *T* *T* *T* *T* *T* *T* .","[-3.224195957183838, -6.2800211906433105, -11.918634414672852, -6.4000444412231445, -7.597708702087402, -6.289320945739746, -11.12099838256836, -4.743229389190674, -16.083280563354492, -6.128791809082031, -3.5689003467559814, -11.390543937683105, -4.260498523712158, -1.2228519916534424, -0.33066847920417786, -0.00029452278977259994]",good,wh_vs_that_with_gap_long_distance,954,syntax,filler_gap_dependency,sample9,-6.284998893737793,-5.861832141876221,FALSE
